year_court_caseid,Word2Vec
2011_SGHC_202,"[-0.16744403337596842, 0.29722706453307235, 0.0299557582151804, -0.12823286440581655, 0.01084024157827774, -0.47961911533221435, 0.07786929844106223, 0.6518127561043842, -0.4015205893276954, -0.19805669475472243, -0.0705193248119911, -0.28885657069516485, -0.08927957348056172, 0.19337909005453882, 0.08240316264397016, -0.2557652468208217, 0.09437129503335014, -0.17010052152727695, -0.17482162547159455, -0.5754619704200191, -0.0007132126679947273, -0.05140228625353906, 0.18851881720609864, -0.022405445065072846, -0.13691242475039217, -0.02822039515680485, -0.06538539250630411, -0.22593299454925622, -0.1402887616171032, 0.23739651610203805, 0.21902224550200208, 0.06282626550472674, 0.08465193198917723, -0.24599478546325568, -0.14870912830244634, 0.2728851606218067, -0.04063805212040868, -0.28286431096001535, -0.13746359940025746, -0.38156588019564147, 0.2029886246627666, -0.33803419291459114, -0.2773008035399671, -0.10892260089739861, 0.307113438782789, -0.10658397113939795, -0.03337159700511165, -0.15414704419088832, 0.2901980532259298, 0.08016026495298476, 0.06272947379753345, -0.2567031816778732, 0.0524957858667976, 0.1371892918227086, -0.25083369881179346, 0.09319146707106166, 0.19945062927816126, 0.022199635064019462, -0.23270703521475825, 0.13845405024848542, 0.19830140273224553, 0.01620848733916324, -0.001062177776380221, -0.22535524849717747, -0.34596422473541866, 0.30373097141002614, 0.28969857757533946, 0.23757566037738387, -0.5136816030722963, 0.37022992387445947, -0.2124407540765793, -0.028766868408213228, 0.2292568354267814, 0.10242790115940663, 0.30969355214002425, 0.2416531421833815, 0.0160916072947541, 0.08617817156301431, -0.23181385025481888, 0.020141397609043727, -0.20383076392876184, -0.0058273797907231915, -0.2400273589475417, 0.29351634069413307, -0.07797066400017082, -0.05778163974290556, 0.16830665581861276, 0.3257520710474978, 0.43666037057762175, -0.0666580848447071, 0.38078078557247325, 0.05454256554466045, 0.019535067125601463, -0.03813805002584338, 0.42247053089086434, 0.1777788808438459, 0.30965045342405234, -0.47998300703766117, -0.035004855335002485, -0.03961131581063362]"
2011_SGHC_203,"[-0.16050029110479044, 0.2933719850540214, 0.0723709535632413, 0.1642049089023197, 0.004156324351197428, -0.6328077590823994, 0.25411081925897544, 0.5743432370695907, -0.08011245732180468, -0.2365559501824139, -0.023571379799127695, -0.23055288906556523, -0.14983154095245943, -0.02371316166351139, -0.09524799892423652, -0.1722960131683665, 0.1906282664345279, -0.3293538557475385, 0.07666969267040177, -0.4690961330880173, 0.1969882438375689, 0.12697817239222076, 0.08047693046804488, -0.11613961614705197, -0.15398722154813935, 0.006227096000889289, -0.18705174097281607, -0.18398085335336856, -0.18082839057430153, 0.03146899956924765, 0.20134665324586848, 0.07516445242369584, 0.10853137242223183, -0.22778152521851142, -0.15457974352521558, 0.3756123042528986, 0.05221726827708476, -0.23532740096695315, -0.29696964703261697, -0.32490541906189946, 0.19135354107894106, -0.2885027520086151, -0.0873586647599828, 0.06969592398121335, 0.10767007249870773, -0.13603499858565687, -0.11674664526796469, -0.07470775708209883, 0.3204193104198109, 0.1357452568373683, 0.31178812298245495, -0.13098334302743803, -0.005699845937029981, -0.1614343679560351, -0.2531915877067414, 0.004186187011176325, 0.22265189649649852, -0.14909824895073132, -0.3678251559092775, 0.24957632618401088, 0.13950325534065888, 0.18623571212443213, 0.05354675926079893, -0.013949456583202683, -0.3899777176938637, 0.28082211091230197, 0.17133136978875266, 0.5424590267570335, -0.29702949053484884, 0.3639564210756054, -0.18876816954454073, -0.010550260804682854, 0.3500600983172887, 0.12111583486755417, 0.46556373784334537, 0.10499965532185186, -0.11479405798382653, -0.061717163973959065, -0.23100660012477645, 0.014058901036561572, -0.3303139518892325, -0.08297368415503945, -0.281265601286709, 0.3372110711164725, -0.14125381502540124, 0.020724636569973694, 0.2560550267589706, 0.14970099864094225, 0.373388515511866, 0.07058348094539821, 0.4041065426388048, 0.2434666786680797, -0.03294338691412396, 0.18013578326736174, 0.5840083259532847, 0.32150206784849605, 0.1506478715538226, -0.17881785061452732, 0.01040660291078259, -0.056718444604000294]"
2011_SGHC_204,"[0.08783036966737572, 0.15314757980740357, 0.07186912563270002, -0.1279502238294764, -0.03696774050600361, -0.38450129726524906, -0.07545710570018407, 0.46344632884591475, -0.2058132075115537, -0.12095521068800189, -0.22798218243045051, -0.29455174973692594, -0.10091859589457501, 0.07506140852575251, -0.009150337813274326, -0.18766554182296055, 0.0010998674033644606, -0.1852649039840672, 0.10531106643780654, -0.6974034415842427, 0.05375743266634768, 0.0914429365487421, 0.268316827065814, -0.019401142254571405, -0.03901757525198092, -0.04576186302761301, -0.39469454351013306, -0.25613064166828525, -0.17427469637238502, 0.19640191952199107, 0.21794207123921355, 0.07986061638599029, 0.1559457667420707, -0.1636039444420347, -0.10250971406961017, 0.10723025715799839, 0.0785199985509928, -0.21739296222299193, -0.2013940513338843, -0.379035962021211, 0.11751437764076682, -0.26960246178464176, -0.09583845223978195, -0.004793174286663135, 0.13836112123218133, -0.22492631860351125, -0.2447739388645339, -0.14453807534451316, 0.11807407299070928, 0.2083268577705519, 0.10065046533984079, -0.27120573314536844, -0.09922091959209635, 0.08802918010095363, -0.23868581148822632, 0.22761727255960282, 0.0075283865063939855, 0.16759953035156766, -0.1556407441194103, -0.06014362734954071, 0.19526188498276317, 0.0846657172612221, -0.019742240839387217, 0.07054264852911422, -0.26462963258360744, 0.18936398713397992, 0.24566107727391764, 0.1143148251572124, -0.2579424083740975, 0.08798221302725878, -0.30381708058159257, 0.09825581278195984, 0.2539756770335615, 0.12940806962847173, 0.017151870726137414, 0.4428091366851759, -0.11415521843749873, -0.07932769795954618, -0.24708531330071162, 0.11304732754972291, 0.16661857563766427, -0.04450906165544735, -0.23382959931495467, 0.35953321560077783, -0.11056577285288932, 0.08138877096139766, 0.08111203960663874, 0.3310854833626731, 0.10084465060029107, 0.1196031442564357, 0.1965987637362865, 0.2065936046112001, -0.23228007089164265, 0.05672256013084673, 0.28075468487551797, 0.15157431139493938, 0.15069268436934932, -0.21263820841494604, 0.10755220972332918, -0.032033689790806515]"
2011_SGHC_206,"[-0.06528237587390978, 0.08780045509604684, -0.0283201474988317, 0.07793249027075504, 0.024913208891803946, -0.22385719779995947, 0.07539799720260593, 0.28279015618756986, -0.14382667711836192, -0.0644506420382648, 0.024728331398487208, -0.15625213253751352, -0.036253180886122505, 0.05467550675503961, -0.00010989412957303279, -0.05524992038192535, 0.0427131225922545, -0.16473404794949842, -0.06015755695354086, -0.3467952505846934, 0.015383345560704404, 0.06336927208035065, 0.082500773852819, -0.09011421446136618, -0.09072069911161823, 0.050761483128107916, -0.13341163939225018, -0.11206841753317072, -0.19421685694329813, 0.052431148454909864, 0.13361450411949624, 0.04467054911007144, 0.1179730501766555, -0.05918781574689745, -0.11410524476169391, 0.18769496852668638, -0.0448927855868321, -0.1445841469682159, -0.13893066164832812, -0.2363043211669389, 0.01116355100817511, -0.20003172384013396, -0.05082158925595457, 0.030040921550135675, 0.1701705308633231, 0.007033755158302592, -0.06690496013097154, -0.0981932691009352, 0.11892594425955015, 0.08749411235356291, 0.14499111284829277, -0.09430025143819082, 0.07715031844939184, 0.025308887964048885, -0.05151629188899368, 0.11706705763485424, 0.026007938392316216, -0.013942657562184291, -0.19133309171208732, 0.08204485169461169, -0.009725521945320918, 0.03293681251968239, 0.0032339358291290842, -0.067013003073271, -0.22599227921749931, 0.0909860369983011, 0.03787092513354846, 0.23103251830716448, -0.19249236664807423, 0.2194900997243258, -0.1332602683515467, 0.06786948333606037, 0.14465450669582705, -0.0565059295562493, 0.1288320966082819, 0.0886524820221074, 0.06012305866038073, -0.07771962059791036, -0.12500941107641556, 0.023075220047348445, -0.08864554019435607, 0.012899046844101255, -0.20013783000001947, 0.24269692783435856, -0.09388968404799881, -0.005421642975951694, 0.0317203221682457, 0.20326051073055607, 0.19654982200063703, -0.014777634740426699, 0.22300262333298312, 0.13566942032257462, -0.06530629572355393, 0.13318697139733265, 0.24032825083234396, 0.17616436684913978, 0.05841134479516039, -0.14229207938917554, 0.018409999852250055, -0.0876527439444559]"
2011_SGHC_207,"[-0.14137225592756886, 0.2301208309539401, 0.15844478050705424, -0.06848067293381901, 0.15385733224683562, -0.40109532996852804, 0.10868628423134041, 0.561667287050833, -0.2265054979375862, -0.1320024677201811, -0.1681763369329032, -0.4127224506423644, -0.10778609293942489, 0.034822426273721105, 0.022122991435946943, -0.22507823490611367, 0.04948962142988865, -0.3059327364420991, -0.028142203105202518, -0.5512206370114039, 0.0399054975708385, 0.14969530771937936, 0.17041669005204485, -0.23116781583337317, -0.0012198543076484285, 0.022214220980123885, -0.09415656504433637, -0.08622742193067681, -0.25251480553367245, 0.087723330137541, 0.34792886404436596, -0.010741638725175372, 0.08474096537463895, -0.09571318364941014, -0.11005251459129584, 0.3636605881364747, 0.05566807331944401, -0.2935627937664258, 0.02412895924583669, -0.44397033563402855, 0.13690683179064672, -0.2607005642973056, -0.08437439596336001, 0.016216259292447185, 0.2773815808600424, -0.21029230153976486, -0.026055220587523877, -0.06646929873245856, 0.13096876507157412, 0.19639383830403823, 0.2152423293591366, -0.21481158844018777, -0.23724328131038414, 0.16765861906167281, -0.20451906151016702, 0.1544367819673398, 0.1694842925721176, -0.13456788706301925, -0.26024629790109, -0.13945519848466997, 0.15381138445972994, -0.033773887283350165, 0.15893601501573135, -0.060829775900313784, -0.4266447965394281, 0.25427225204647513, 0.22691232607911982, 0.13221842806323575, -0.35474121944126136, 0.4268715128259176, -0.03710210710869145, 0.23446722822575586, 0.20660868972712362, -0.03508641169361584, 0.2769864528073719, 0.19204851725138536, -0.00549612385899646, -0.019115898381693197, -0.18840577307926826, 0.027677378188391666, -0.03903337550336545, 0.05304797214164737, -0.19556447847675637, 0.3863524103490297, -0.14375144528642755, 0.0976272772251235, -0.04675609173155904, 0.28105517353097476, 0.43270943692715536, 0.18152765417699537, 0.2983659585544788, 0.24671849356051456, 0.08624385824070235, -0.13583861158157845, 0.412081366346601, 0.2940946773959083, 0.09612834734193709, -0.22748251710878048, 0.10688810955344029, -0.07380340354163221]"
2011_SGHC_208,"[-0.12865583556820548, 0.13068395042868003, 0.19342417158199637, 0.15882332195141263, 0.07731655973933635, -0.4211655342470306, 0.03944397882444517, 0.5165484394466984, -0.22911331763592033, -0.034155687413800234, -0.1673111039098462, -0.47842426964549173, 0.01695438291520545, 0.05703319950938006, 0.04712737795676007, -0.21069674120797774, 0.030716468532161256, -0.21737528856864954, -0.09932804962811087, -0.6178071357519354, 0.23054516523780114, 0.02618580394483309, 0.10604538821376805, -0.12807661879507898, -0.07156686694001281, 0.025889597590066427, -0.28644270880503037, -0.24957014222906618, -0.19599880609472023, -0.0456740047932539, 0.33890560979918627, 0.031137019500324426, 0.23920665569790528, -0.329314464069263, -0.08983899914211792, 0.45156929910397137, -0.1502117464675797, -0.1615027847288173, -0.16149927898337704, -0.5246597052521812, 0.10386900626389216, -0.2219621925052779, -0.1303423120344171, 0.1221713975789696, 0.2663921969447787, -0.18935415969636005, -0.27943439808720144, -0.035338632075655255, 0.07717640535941443, -0.04037370506376284, -0.05627480368447124, -0.16151770517268385, -0.006398489412234492, 0.286739297244918, -0.13001056765421307, 0.1668768849503786, 0.2529667021179784, 0.1325718671446396, -0.13956762874702222, 0.012499865755698792, 0.06314253961724932, 0.02444837728307648, -0.06685615439999658, -0.13509703779234872, -0.3119826783705557, 0.22257510244199633, 0.2155548477790945, 0.2903379165897331, -0.07843404582252558, 0.40656669010102126, -0.17881707166362884, 0.1506981464298772, 0.2750654390613991, 0.08762968437354918, 0.4099594478841587, 0.15695898694999605, 0.03193846130592144, -0.2167815355184372, -0.13771324582659134, -0.0003541955942954125, 0.018130469402172986, 0.04761918826330787, -0.2925522491553823, 0.406276924043966, -0.0654505288259337, 0.058012889578263074, -0.04744543272211263, 0.3004544550324358, 0.26911354867600007, -0.002189269908576827, 0.35631780931663937, 0.15515272948658757, -0.05618952874461833, 0.10058419813243488, 0.4599896513305921, 0.4000072078667149, -0.024394991747886976, -0.2585909623845153, 0.1146054268500735, -0.24576354802661213]"
2011_SGHC_212,"[-0.1490523471241114, 0.24649443914807645, 0.12833007831281712, 0.11239789457805234, 0.0005026535746980868, -0.5852699380680698, 0.08655231608639365, 0.5575094311479176, -0.1345889893336802, -0.05303968804790777, -0.06758563787116724, -0.3929580034443762, -0.004691056213375577, 0.09627183348924728, 0.027070353976153972, -0.128581884481047, 0.07090593905320206, -0.2838198325585526, 0.04236287197651088, -0.6265339411231385, -0.016130572263567008, 0.19931850252109518, 0.17124397371669983, -0.19448002166678183, -0.31841748293516725, 0.1021914999900591, -0.023914189235068273, -0.20014683800876842, -0.12676494716117256, 0.02282180865035365, 0.521074498953447, 0.15717568365461543, 0.22707610397585276, -0.18015148526976146, -0.29480087005811617, 0.38014965133296497, 0.14523065715597414, -0.3981668319774507, -0.20618669279482638, -0.46136512544459835, 0.05682382488393702, -0.3963322788574137, -0.07651677191042945, -0.06614059303435207, 0.014017686866656717, -0.35899439599598854, -0.17230653996616097, -0.08964120511370931, 0.1733134922499477, 0.04497265058017435, 0.1559284009984371, -0.20352083254321715, -0.032335095014467366, 0.026731365991663897, -0.2621421742010908, 0.1945202951549188, 0.335355826765254, -0.08721449467778254, -0.3865046477929791, 0.12012871947862515, 0.044782967280730585, 0.21042402548877817, -0.1466444750591014, -0.2132226040076603, -0.24919600933413885, 0.3400695802287304, 0.10944140470813786, 0.14362507139148814, -0.3340661300426664, 0.18691206667698979, -0.21681506279932095, -0.08041306300749738, 0.20287936924825087, -0.12255307760369728, 0.31783990976096826, 0.3948372253164233, -0.1895169038069591, 0.006281141996273028, -0.30465754602893125, 0.3796143932883072, -0.17079491196058386, 0.07176958026639323, -0.11082575132049668, 0.570317229535622, -0.21818323666117836, -0.011048635424917881, -0.04647135155580658, 0.25693206784528094, 0.42071561824938825, -0.06744774755866227, 0.38859767278892526, 0.20718974542010615, -0.06559114916685875, -0.1235627556095494, 0.5056179686014588, 0.2847626545308999, 0.08406131279744057, -0.43958575963241436, 0.0322467652828485, 0.014450324923409917]"
2011_SGHC_215,"[-0.12765293454675852, 0.33414738316002174, -0.11581294581348314, 0.13519636262875662, 0.13828163975715835, -0.27419672745963675, 0.06933523029498975, 0.5706282650234324, -0.0033641950676609736, -0.169395787235284, 0.022289026510032728, -0.16510265961582882, -0.17546108543675587, 0.009427316885690309, -0.005490968040379313, -0.10981408865616732, 0.18391169246489533, -0.3607646883012181, -0.2249494020554331, -0.21862372303284888, 0.03653906524701563, -0.025319937698234915, 0.3961964399534768, -0.04559238451398212, 0.19845219049854537, 0.19980565325272603, -0.2790369459094146, -0.258370788098882, -0.2117942069990781, 0.1655875518751909, 0.2928182359439265, 0.005126291492590807, 0.07908251676191658, -0.16499779962980585, -0.04659772616055209, 0.15538876028035828, -0.1486879074232489, -0.2860227046965669, -0.05657943993874677, -0.5425530507629835, -0.10954312750978318, -0.20985646265318295, 0.136161015252728, -0.14114903308090426, 0.15550296988400128, -0.1730943968731204, -0.2919398416498602, 0.057411139126934636, 0.050441850554721855, 0.038702928817214516, 0.05581411883592987, -0.2429637720913961, -0.009519691994315498, 0.03267670581467358, -0.23674569919369257, -0.01428025179652035, 0.29091934078462894, -0.051541776814125556, -0.2674033454195872, 0.1585293169224496, -0.07667638998510436, 0.09453304171748987, 0.002929207784417751, -0.07403761112179531, -0.16168343791988782, 0.19388349379831898, 0.10090700926322796, 0.31824836403654827, -0.24258897879465843, 0.21649047043798386, -0.18117786332436242, 0.1764727029971445, 0.1117002379203172, -0.12039705480131047, 0.19885968884980657, -0.0935539036524665, 0.03908320345167313, -0.03273739630087032, -0.0804620183412396, -0.05328638530989226, -0.012217522166956566, -0.03994347259789252, -0.05806451863896365, 0.3151618990214321, -0.09891651670968254, 0.05821288639131232, 0.17782509622489034, 0.3198208229021392, 0.0428009997885165, -0.011404909223808449, 0.3711570275610187, 0.005442614010293451, -0.07189710474988928, -0.03359430501534167, 0.22096978756371885, 0.07726696685356332, 0.13283908178544915, -0.19418930865000902, -0.04006540675407888, -0.021738353594708645]"
2011_SGHC_217,"[-0.16792518911214693, 0.39016208372322647, 0.063082846607379, 0.11218162493197864, 0.2041178604624717, -0.5570092419762995, 0.20233806912083152, 0.7825291311189317, -0.13265244153784841, -0.343723698986766, -0.21067814847351488, -0.3740511231311197, -0.11443350621862339, 0.06543643074916695, -0.07713824940126893, -0.11381252155171577, -0.023737515801616073, -0.3155858157779106, -0.18119040366734762, -0.6504369190833189, 0.07453773227611918, -0.013697809233138595, 0.271154545986778, -0.0966934354404938, -0.21773287758947002, 0.053170772781336834, -0.2720500339714972, -0.2140660687129538, -0.19677660945957634, -0.05404804089346518, 0.38249630790892514, -0.017664519633138396, 0.11466718563859915, -0.14631806499771619, -0.1721096714243283, 0.21065179110594676, 0.17334052394634386, -0.30252079151588257, -0.18239691697364527, -0.5648904600196029, 0.007216514504892997, -0.15835525004167875, -0.027195076083807005, -0.009006893085837799, 0.14092911363246025, 0.010326625034256364, -0.1795775293704984, 0.03341762201931006, 0.2641631533042569, 0.23120556654860827, 0.07767816318829626, -0.23477875231744544, 0.15413887916812302, 0.02414927129395504, -0.20259029096634176, 0.13962284029220454, 0.2033827552189982, 0.022468736524415205, -0.38319936006862054, 0.11104058134247945, 0.0997832246018671, 0.059612238438000946, -0.02867898187406745, -0.19490921818663287, -0.29625282596811575, 0.1994658454184392, 0.0021966183020340714, 0.1911868142935148, -0.27627932972225205, 0.017091343822601374, -0.1968644080824739, 0.14616117359042277, 0.4351923821182426, -0.04305870588543221, 0.3540062892285153, 0.0540717599592228, -0.0059130365900513316, 0.012086452472189053, -0.2215207834614507, -0.00038656796184840104, -0.18241124904181208, 0.10681948067879053, -0.24515901252390376, 0.4253134069624981, 0.010703500171982874, 0.09094088844268694, 0.0741829962163392, 0.4494319132709683, 0.4754277792349, 0.00012750094148366502, 0.3361185064612459, 0.2913724646610701, 0.13605097542235142, 0.05328889238625953, 0.5031920796434473, 0.1584262092160262, 0.1714810131956029, -0.2910053304641578, 0.26200616331645193, -0.3112843639134011]"
2011_SGHC_219,"[-0.19403417204720777, 0.39647999944875356, -0.02508724451221306, 0.24213244482392815, 0.07125954588375777, -0.3063881992528791, 0.24131138068687003, 0.5663303068227374, -0.035357786189073884, 0.052879299307976545, -0.2523657487026361, -0.3618218529658105, 0.18920057037554394, 0.03092719739986389, -0.03606451326069162, -0.19017747416334105, 0.15452131646050438, -0.4220573065216847, -0.18345670369297704, -0.5092000825098701, 0.040301741418612896, 0.09713491123673411, 0.10346029284844581, -0.1957849265334603, -0.20637388786217134, 0.22735973397056777, -0.29739891513502364, -0.3205062125046855, -0.12782799481320656, 0.011502017597286505, 0.26109169782563774, -0.1244447823403774, 0.016529297207472798, -0.06905280125894142, -0.0931576945255665, 0.27218270184763693, -0.009258765566216881, -0.1030882251528029, -0.015449909726183104, -0.6407153002452105, -0.13893353345107978, -0.22242534156381538, 0.014104005942110979, -0.19445889133189553, 0.13574170951697273, -0.07185371332302562, -0.2584407279093243, 0.07054343859548999, -0.0666538922982723, 0.05211376067599614, 0.25405691210457293, -0.17523610947451493, 0.036934814316529015, 0.007008410621943689, -0.11451469514673912, 0.2166166064026837, 0.12208682520096363, -0.036255449126172776, -0.34947665953078405, -0.07643851867547642, 0.07469785248469679, 0.027756069763000383, 0.01144896821760633, 0.0022721202454533246, -0.17561327565770984, 0.17577523790108038, 0.40132473469922164, 0.4872484963032763, -0.3722903990353961, 0.3262639984409367, -0.07583298646405827, 0.07782056980531143, 0.23904281126540655, -0.2430191687095937, 0.1712443854815552, 0.16051511256478598, -0.19309176190289848, 0.04828724320958971, -0.13375122557781316, 0.12014759172239142, -0.239927627829193, -0.07577796000054231, -0.020434723027321168, 0.2675284036161321, -0.10511516937955633, -0.3884730321049329, 0.04205789118779038, 0.24280704832032804, 0.21333621705906936, -0.13022877718802844, 0.37067299707392337, 0.11610745628693238, 0.139075295486749, -0.07436173941294372, 0.4197987105650491, -0.004177092784089854, 0.32414713566513814, -0.17001028597667373, 0.14208255733313774, -0.16265136518448323]"
2011_SGHC_220,"[-0.07773565136593251, 0.14881387159816478, 0.06457244113041165, -0.02824273729939225, -0.09489496981391089, -0.2876521491483409, 0.1320353002608108, 0.2870675189290952, -0.16955568835614485, -0.07296343069350349, -0.02346732406229198, -0.23192555742619356, -0.02790381461335616, 0.044019768336738894, 0.07782417188990551, -0.10120186605645064, 0.01100814026621549, -0.19819115002879945, -0.005733969149408657, -0.3118662977623564, 0.005113708117567643, 0.07302257329237694, 0.07367185237136047, -0.07627877323987972, -0.12850476094979504, 0.056227855472023004, -0.17327165069303907, -0.1742913990446259, -0.1474066192819332, 0.010166530361241816, 0.2433948391491382, 0.07711135555740645, 0.0404353912564775, -0.046552383499224116, -0.08511507685279648, 0.22103823181442367, -0.06173110055387891, -0.050281010842691785, -0.12129003309845182, -0.3408386415031113, 0.07559333371217371, -0.17706598926157815, -0.09812639042622832, -0.05079391949347175, 0.1404281528944392, -0.07097170353534746, -0.10008097438734824, -0.0033969964682316585, 0.06508288030781148, 0.05524803349029121, 0.09468905356187805, -0.14494287353188381, 0.017183146806363424, 0.018121916842447548, -0.10165195992157054, 0.15012962586681808, 0.055954041531688994, -0.021092373060650198, -0.18849884581499615, 0.0661029593850557, 0.04400758566891361, -0.02954968170831037, 0.017917601834487748, -0.07779370674350053, -0.22633697210279446, 0.09303614865750888, 0.1398315901526419, 0.12995869124442488, -0.13560214352383307, 0.2458741348846364, -0.12460993835818279, 0.04112941627963838, 0.14510597249068816, -0.009957737930223035, 0.1394153811119909, 0.13531723073901655, -0.0394610420914629, -0.04258498420952401, -0.12279422923880776, 0.14554182480004202, -0.07372444279484197, -0.045240503128783124, -0.17329635540197635, 0.29908412753418395, -0.07286850171784431, 0.060997466683174024, -0.07470958390564048, 0.1946728272269167, 0.2592192374743898, 0.034169536561270704, 0.23665399729768424, 0.11677613180918621, -0.05222076340359073, 0.03659083014745215, 0.24352863641045278, 0.15520963517527692, 0.02039220640518762, -0.17126852382977925, 0.08840871420497956, -0.05321652290369386]"
2011_SGHC_223,"[-0.24285880879883434, 0.288525768122726, -0.09992985097306861, -0.1124171057774224, -0.015600505445886315, -0.5727469120455377, 0.036626624709896145, 0.3691757810956027, 0.10135189494035703, -0.09575858783816545, -0.04369482614810298, -0.32938856118879734, 0.06581982782157199, -0.044910208547086064, 0.029114778960947406, -0.06990054522084709, 0.06447550038078506, -0.36835787230735473, 0.19536160930306137, -0.37241797379323943, 0.2667657775014706, 0.17472340860558236, 0.1369166491749014, -0.06838313995669806, -0.028387387992165728, 0.06905710615719644, -0.22784515931927948, -0.04938967657504013, -0.360642697693014, 0.1653132240715373, 0.2765557294358158, 0.02046057755375547, 0.07708122052974926, -0.042741368247091155, -0.07043883212672854, 0.24856049184357515, -0.09098933419099921, 0.009549976130307844, -0.17242685387501816, -0.06866948025990159, 0.0843897981872854, -0.10283366756423498, -0.1227410718707828, -0.12736117931888152, 0.08761906802161261, 0.06992397136479264, -0.14137606034614206, 0.06318445469237664, 0.12107141089954869, 0.23437328537850227, 0.00019769627960816103, 0.004570056621778599, -0.1401104823477502, -0.06277624868753351, -0.16659642085757237, 0.00053156414025035, 0.17538835929299978, -0.00921123897468156, -0.3057964521942644, 0.1608844020828566, 0.0575184027497969, 0.0943884127372387, 0.11751777161688506, -0.05362935197679214, -0.2758574554269323, -0.020698848671030966, 0.104600657822998, 0.2161769184658734, -0.15266101615223837, 0.34004752260537935, -0.17023585513732162, -0.07412171382147482, 0.12915097777580825, -0.09150127444698661, 0.20176166764408118, 0.08637698014861994, 0.003527751671753074, -0.1281148637270062, -0.22690685525217147, -0.03993941101741923, -0.24265073958571023, -0.05056569676641033, -0.031666618792414725, 0.427962844852137, -0.2907681215581443, 0.07624201883789795, 0.06734225096443781, -0.005802619621728976, 0.16764883164659858, -0.22487474610888164, 0.1327217128060701, 0.06871836694838901, 0.07111193227708808, -0.002399642133836088, 0.2692046386390715, 0.10330493634191878, 0.21953947623011127, -0.10673578991475863, -0.14858146055138535, -0.09780416374103294]"
2011_SGHC_225,"[-0.08581304410586925, 0.09150652745761508, -0.06426839465252525, 0.023137302015900484, 0.0419829466302378, -0.17896501755648514, 0.1587916920350576, 0.23856709884703892, -0.19043867513354346, -0.050189417029481556, -0.051461416326408306, -0.1566996974115436, -0.07661943457544729, 0.011768851530890773, -0.009257245470409445, -0.10468078002846212, 0.029526274362967994, -0.19460425505766998, -0.05048625300013682, -0.29539883209973644, 0.025937609810437048, 0.04140060675085616, 0.05374352679031853, -0.11699363620407166, -0.05370238338681785, 0.008652585074378964, -0.08708892186934297, -0.1180723367272636, -0.13570385965397375, 0.017068171219817872, 0.13142112815519222, 0.03051897246248709, 0.07042049239012035, -0.048096810291345056, -0.14125926150077683, 0.14154899333596815, -0.04348630448048179, -0.09848665034613534, -0.07656362048219843, -0.2844170221935326, 0.011001853532979574, -0.18430592685352087, 0.02212515689406306, 0.05163103815955304, 0.11918184340585948, -0.05690929438708309, -0.08801023640122987, -0.10614840365964599, 0.04181437330727788, 0.03233032126702753, 0.10114553530931619, -0.06171519609502258, 0.08385364152491093, 0.010981834290553459, -0.07172805464915767, 0.0920919332451917, 0.04633492995190826, -0.008062593572066958, -0.1919956404432032, 0.04779660042503469, 0.03616734390451369, 0.010321263842914952, -0.0027514853918144343, -0.1408934797496702, -0.1892033666921482, 0.07045445550022605, 0.1334379233181916, 0.22610217722759784, -0.161933394666093, 0.1722470654737598, -0.11418461006052372, 0.04111589632553096, 0.13263247276516746, -0.04543107299989945, 0.1585077332923102, 0.1112493013812078, 0.046480018606624526, 0.01954388165679424, -0.19243318487773364, 0.04010913103901271, -0.009061906390667233, 0.03340090146855765, -0.20086443241163907, 0.14809567437344745, -0.06096598891317112, -0.03463605996930665, 0.010485731516621763, 0.21989900355183814, 0.19448031217811734, -0.10633792071454501, 0.22839811641988356, 0.11573623888725437, -0.004310549222808948, 0.014944078838253903, 0.27297426156095556, 0.1553747437857732, 0.13999053511850956, -0.07289671533139244, 0.10958887189992815, -0.08785378252881458]"
