year_court_caseid,Word2Vec
2003_SGHC_241,"[-0.10788352364144833, 0.13303647191203133, 0.021380988044596087, 0.04164681243535848, 0.07415879379311541, -0.23551403945333343, 0.05670418219137031, 0.39393929832360963, -0.1442808587508525, -0.05325127634356381, -0.0291308827815547, -0.2740553013578295, -0.028306026968332027, 0.061259458621996, 0.00888880263419852, -0.1398885967549328, 0.04784112759407036, -0.1457889085460669, -0.017613006846153943, -0.28527827453810495, 0.14122938414857059, 0.07489234468985702, 0.06153479758354607, -0.01756295819694938, -0.12256513574411257, -0.033361909055173465, -0.19365252654140613, -0.07246050194726622, -0.1597195855528609, 0.0022910927562835954, 0.23961312975561128, -0.002348211941979454, 0.051230068353185734, -0.15641769045762438, -0.0595056857763435, 0.25574848703367836, -0.024673700129507457, -0.25147825068632523, -0.1301290512424901, -0.20279515282149943, 0.0892703575317872, -0.21110328268917564, -0.14946715571602562, 0.03862529443287875, 0.16458646308063773, -0.10011628898936234, -0.10147174004049814, -0.048969080363804096, 0.16145614177093248, 0.11177292397056864, 0.06064582573316583, -0.19649587604237304, -0.03366488694036447, -0.003942897640001597, -0.12287536106769781, 0.12577460735235169, 0.14152315597018736, -0.010916587466004674, -0.12234195864785478, 0.023916076250321813, 0.04112498057877453, 0.016681551977106832, -0.03993906459762851, -0.09200557031202902, -0.1918963458060189, 0.08646428581205812, 0.07906400183318878, 0.26299059873725633, -0.19550552138576352, 0.21681393112526182, -0.0977240962296788, 0.1463378910953097, 0.2329231548112296, -0.09235148959558268, 0.18548424437237448, 0.08190202741075311, 0.016361003920966344, 0.0025991852292586185, -0.16125527651002758, 0.05517360981239992, -0.11201166342307887, 0.004999905307577879, -0.17329981961148153, 0.3200702960446016, -0.034157686473814085, -0.02321456925921073, 0.010232173810738722, 0.2149322963934001, 0.22412631205644576, 0.07522511440565095, 0.23589996452303985, 0.08907667297433729, -0.032439758396726706, 0.01594840372869275, 0.30359481308272773, 0.22051690366266216, 0.10673307184160334, -0.20901582508512973, 0.07184567698149805, -0.040071624047847296]"
2003_SGHC_245,"[-0.08399942375451815, 0.19309826882873574, 0.012399966759849659, -0.03243548310916626, 0.028536834610678553, -0.33904491972471135, 0.10491851956136886, 0.4393130983853531, -0.12010065684727723, -0.15560991847128555, -0.14710463234818344, -0.2780936149844633, -0.017352172222283243, 0.08178488557030185, 0.1049544354528657, -0.170359144328511, -0.011530139330555805, -0.2020846819700506, 0.05539340385853498, -0.36568187736176244, 0.0953635828504915, 0.12209714053138461, 0.05949798622355733, -0.12766350143349198, 0.010388372012401963, 0.015404503163441234, -0.1772252483347026, -0.12800232377126405, -0.1659622500272002, 0.0064836814294455414, 0.16296514067875406, 0.038078971199548, 0.023375664756078916, -0.09055899397840028, -0.12762770511502275, 0.26381380224236606, 0.02056431379470982, -0.16907729652383702, -0.1061971919378442, -0.2904326998599062, -0.025323245268709146, -0.15153408034133076, -0.010335341416988796, -0.10113797099757495, 0.134271498137006, -0.07393422072257405, -0.09165691288737679, -0.022509623727346315, 0.11859580923211328, 0.07035075602084356, 0.12037743319825689, -0.14160130484397154, -0.025250370878100954, -0.014016251197896512, -0.12942999299916316, 0.07732772692332088, 0.11917522099457231, -0.025056969278820392, -0.2392915576327634, -0.010871526289088827, 0.09113395643355149, -0.024626516704476745, -0.03819572506167769, -0.07074245182143304, -0.2712645859106972, 0.1404825232646233, 0.0327659257813748, 0.1237438988118799, -0.2839990839655865, 0.2363580917780294, -0.14945728405029715, 0.08117860828610375, 0.14549750584268226, -0.049314410037385084, 0.1624870320603577, 0.07479539522386462, -0.01792703509270181, -0.06778837841958597, -0.13126127501007265, 0.06006300566662985, -0.0811668792321745, -0.020349305600017725, -0.24556356047299724, 0.24523117436351313, -0.03034538841361384, -0.0064301862383179505, 0.03423311793968712, 0.24661612216719245, 0.26719224112518664, 0.029684954224413827, 0.2531250886755677, 0.12789778549263073, -0.02586173280106112, -0.019256820160335645, 0.27354927622982494, 0.1647999283255094, 0.07795370399041916, -0.2617199684481736, 0.04699165459952933, -0.06439858085388123]"
2003_SGHC_246,"[-0.08393402593589422, 0.08059240007862936, 0.05433257134480289, -0.039340994149028356, -0.06833914405949021, -0.26577650790637325, 0.16385692846405936, 0.34036174423878285, -0.17621537787655686, -0.029507506653720872, -0.012690043105309334, -0.13640635852703167, 0.059067184829440976, 0.008042397160206962, 0.03668596282571575, -0.08727289375762273, 0.09292310613390323, -0.18559403094637492, -0.058149411023380296, -0.3138518029956158, 0.12519042408600328, 0.114505224368463, 0.14564151240803294, -0.14301264178469025, -0.16335339663163126, 0.01295611601755389, -0.10204580793421651, -0.13969827531585496, -0.13544989916585723, 0.019834391196487968, 0.1683431643834744, 0.0717915932366301, 0.1326689229799175, -0.09427486053186974, -0.08718034155069597, 0.17754450709604316, -0.017702339947904957, -0.2146296004992637, -0.19674833510676365, -0.36828462030055253, 0.05811964441849631, -0.17821967730141344, -0.06174992438751985, -0.04351781911509264, 0.18402995483303297, -0.013503492348293135, -0.08174343363814777, 0.004475223660675193, 0.1443110185245826, 0.03343124418268568, 0.11573464557416213, -0.16364500093087486, 0.017237586735435146, 0.009232752749634119, -0.10016719685903507, 0.11019413362347766, 0.02080875372028663, 0.0036857296891495677, -0.2606716119483135, 0.03938732548884961, -0.0033539834605972995, -0.017179999117115315, 0.04482273439179121, -0.13326873188606653, -0.1862817172948877, 0.1775943208619952, 0.12000944948689204, 0.16748719796096714, -0.32523902216027273, 0.2165917187279742, -0.1441817217834188, 0.01970079275338994, 0.1435034498786444, -0.05634652003015601, 0.14264838757339904, 0.12375967139839503, 0.024290115321340254, -0.0765288938626047, -0.21566466206171991, 0.181250504097924, -0.02601135646673033, -0.0027584003433063363, -0.15857861791615108, 0.34522318967536936, -0.13974953965081496, 0.03799727180757086, -0.02386238855100622, 0.20487435575056578, 0.19707464607793784, 0.015341891207700272, 0.3357715211984682, 0.11039646240223348, -0.056338267630101885, 0.09979953684448592, 0.3102085437328925, 0.15466019703617295, 0.09001070104071236, -0.17577771435112186, 0.10640510962621084, -0.0670351022452709]"
2003_SGHC_248,"[-0.19378850009557336, 0.2525160301837792, 0.012174698853222476, 0.03459223866203443, 0.18533721513506674, -0.4377401868047083, 0.14350652580476597, 0.4595489471774895, -0.22908387608214562, -0.0006458985375626661, -0.25383233373399267, -0.45296859274715795, 0.014066910946138945, 0.05483349657230247, -0.011303412024770667, -0.2531830966029505, 0.0017278311179065085, -0.22835286710789812, -0.05612619247417444, -0.5292034546690939, -0.007475644551576907, 0.09661622767231101, -0.11286689336515707, -0.12835003606952153, -0.18338726346811765, -0.16055289173458842, -0.27859245593598775, -0.2754473204988753, -0.24050063472437733, 0.07690508908419674, 0.41103393222162904, 0.13164373734048054, 0.26516802971672976, -0.23730484956700335, -0.28948352999504323, 0.3099469330171614, 0.02300981727474344, -0.33230711515304984, -0.1195376263575248, -0.6334809629226023, -0.03268265879417677, -0.28133975148021917, -0.07358867138752898, -0.09839784636381667, 0.19170688232634062, 0.0033462927701458593, -0.33715485846991566, 0.02000097985449478, 0.24621783923136226, 0.10245140806811852, 0.05220323604137271, -0.20857476799172156, -0.0016675138799940434, 0.030061724686884898, -0.02719413589486751, -0.05865188784644432, 0.08411620921004699, 0.005910704335444742, -0.3636897333083031, 0.07796750297509991, 0.08664520206441603, 0.09547033672356921, 0.08320963376288007, -0.06802002779597993, -0.23466972652127172, 0.20928459032328456, 0.20038509797760004, 0.33756002031347143, -0.41395559992150943, 0.4355076202040742, -0.23458025793734957, 0.15444181666945989, 0.17840104313030777, -0.13341633088373075, 0.3616222221678645, -0.07227671164079204, 0.03397422716226181, -0.12545873466611102, -0.18674442525453702, 0.09079293346978273, -0.05351308938902125, -0.17928369722037302, -0.435608677985458, 0.4309844501592753, -0.19408997493784913, -0.09181034433237216, 0.04927372066557729, 0.40525958098696857, 0.3907072354021922, 0.10345158213896714, 0.288173057988563, 0.21944336216040514, -0.06043985761744991, 0.11153794129474182, 0.45943361051479736, 0.40442319510016894, 0.007626663864669792, -0.30552099765476376, 0.1869451522235568, -0.053812762507661295]"
2003_SGHC_249,"[-0.07427323151127872, 0.13492278683624695, -0.002009321705483654, 0.08895867762430279, 0.01531571802098075, -0.1704218612830852, 0.07203773696623418, 0.24676961975469106, -0.1012014273626073, -0.020941120290207556, -0.04255413583587801, -0.07449005879371783, -0.09559133478804775, -0.006578146442540706, -0.054516156485241246, -0.10460919374375095, 0.01959346010909834, -0.1587612300319372, -0.048646026311199304, -0.22085443912928807, 0.014212640254649212, 0.09313325915971528, 0.07566656683378173, -0.0606289974094373, -0.010979152332278107, 0.06283788888035836, -0.0876188654506552, -0.18812569991150052, -0.18139792294893864, 0.12206321790058544, 0.08360734764162613, 0.015295325427438871, 0.04680346352259678, -0.08541350531873208, -0.07966379912633106, 0.17293434371442898, -0.02822109164359669, -0.17579478653516747, -0.06179794648905163, -0.3094493757195519, 0.06378192412509506, -0.17745448939574227, -0.009096576777673965, -0.03358632483146185, 0.1659692303426024, 0.01722266210235127, -0.0772693723368184, -0.030068636136826865, 0.11340646164104846, 0.017554140064706757, 0.12467686530058654, -0.12482592425700548, 0.04433434223531237, -0.008020261960638346, -0.07239725225231641, 0.16106156257075677, 0.05666134068022532, 0.055447968157179256, -0.20861329211165075, 0.1386792976859111, -0.036468258434636656, 0.03133047738220489, -0.05099978858317082, -0.1473613122775071, -0.24089962513982385, 0.07519053540457994, 0.10937952432457519, 0.06700687890575416, -0.17984757601207005, 0.13859610359413901, -0.20210666185163934, -0.030280022883612284, 0.1436970851469587, 0.00929820005060627, 0.1618717298505531, 0.07422846595302296, -0.015296352706590311, -0.10716195258757343, -0.23760366975217337, 0.03319037464055894, -0.055284566554164395, -0.023606725534253217, -0.2063955042673194, 0.1742285380706839, -0.022410773430334558, 0.07691486487570016, 0.015705992333781636, 0.18167788713522579, 0.2433672363055501, -0.06374612489517256, 0.19133752404491683, 0.11811304278221828, -0.050857261160685535, 0.03319042795765155, 0.11416737367241567, 0.1091271975406126, 0.07875305100159656, -0.15644020334354058, 0.04514214713891275, -0.05002706776179625]"
2003_SGHC_252,"[-0.10067202871242185, 0.12126819862866066, 0.04406433545488725, -0.016163199746055075, 0.03622080566386248, -0.2677971696240436, 0.10462420352090741, 0.2942587829172721, -0.16239677692620358, -0.121820217191224, -0.10151341771940768, -0.20688469140389473, -0.049855553597241496, -0.019121703828459853, 0.02525322250328218, -0.09158604916023172, 0.03004560757138118, -0.2078985166619033, -0.07178796597386311, -0.248799027800925, 0.00046022890126520843, 0.07178175881441137, 0.07443721338066307, -0.061948889012141094, -0.039709843382244085, 0.031291496519671454, -0.16037199214164713, -0.20299102779334116, -0.16949363148657734, 0.024256768116600005, 0.15752349685779468, 0.08619857613004137, 0.0064696939112152555, -0.03764653102787347, -0.06904473225087092, 0.18405645320149777, -0.026814226901374128, -0.13602985688516572, -0.11087863282765338, -0.26632899207457106, 0.042378206339803985, -0.15735684693388902, -0.08264311472386286, 0.016691465945784464, 0.12645814164934607, -0.06255378618845528, -0.05155282379304836, -0.06706178371052543, 0.05280581091924708, 0.06567215788550561, 0.14478885596851884, -0.16302637503107706, 0.0003742124126261843, -0.021375120457770305, -0.18500381150606288, 0.13063623192700155, 0.05389560848635331, -0.007792074268220804, -0.18940142733293008, 0.0920475892430606, 0.02840197756192838, 0.041759014658961244, -0.077677181090952, -0.12219755645597266, -0.15482260806934278, 0.12118653374092753, 0.15430580499762783, 0.10575932731757264, -0.182889990148118, 0.18059614358215484, -0.14010230986092329, 0.019908328818281393, 0.10375020072658005, -0.015643058199146947, 0.06874822081275973, 0.14540588378048497, -0.03401140054547846, -0.0014315817428839522, -0.15809836694417523, 0.11522729493636553, -0.10075642829857863, -0.0421707398989292, -0.1111303765671208, 0.14265378215564078, -0.07302900535594592, 0.0723250018417338, -0.010150012130549712, 0.23668454317358908, 0.20394903449689547, -0.060763213340939, 0.18858984957716615, 0.10362731105096487, -0.00830433871270146, -0.015051288283338076, 0.2693882617695669, 0.2152538283135507, 0.0753337380710695, -0.21387292214755405, 0.0425421085506786, 0.0072157462890089915]"
2003_SGHC_253,"[-0.11292582656043064, 0.3023776349621372, -0.0026660671405968578, 0.05238587705108525, 0.07598590422194575, -0.4082226489818542, 0.026378045543201677, 0.47836579293659703, -0.1176962963239896, -0.12552029836336592, -0.06061634185982903, -0.3580444814753175, -0.00342706529672201, 0.07226001361956728, -0.014710514803178212, -0.1628008006067694, 0.09385091934425736, -0.2521382424289798, -0.012823990402769332, -0.46435946452531474, -0.005663578127424894, 0.08497392350159104, 0.16651838073394343, -0.13754431837342818, -0.208318028019232, 0.11427354393483392, -0.16591697251398355, -0.1530694976427253, -0.14574261067819208, -0.013946866880744374, 0.1817354781595853, 0.028601269938093043, 0.0677394433231822, -0.1415949434832791, -0.0921876215866067, 0.25133278113700097, 0.05592639291115749, -0.13201476627545733, -0.16425066234415536, -0.43034923012394494, -0.016994319590682785, -0.20184756310141366, -0.06640569954453265, -0.05829327956753757, 0.16902712548269117, -0.10923057484655928, -0.05249849670309852, -0.1633413582462785, 0.23147718694755182, 0.19555957285104164, 0.04159451732788103, -0.25896543909960956, 0.004985353878737867, 0.05682658926752398, -0.15725026424752797, 0.12436838136478894, 0.06594422851543913, -0.0633860175310695, -0.29120567581419415, 0.01373352073615109, 0.07228673894161514, -0.07664655220103107, 0.020585645058531766, -0.08280710145447183, -0.31939223198052585, 0.20435099683799368, 0.1897116866090039, 0.2726143042759172, -0.2892424428866655, 0.313244930370689, -0.18491608745567545, -0.01631524515009192, 0.2649562461213489, 0.0369767215612976, 0.15705142544451792, 0.1478292108842193, -0.028135525545069436, -0.05995225017051491, -0.23227092187290535, 0.1825619119917158, -0.14438963745316494, -0.07414702375239544, -0.27687535553767506, 0.26879684826722, -0.1578733692621316, 0.03546332382534741, 0.029227964782589072, 0.2355872500446303, 0.3186265353253764, 0.05811154393916602, 0.33153641892000857, 0.13962129903080733, -0.008285443244023775, 0.10741760500672869, 0.36330184639718766, 0.2381731820094348, 0.1818835514921613, -0.18891832189279212, -0.027535940523715757, 0.03638751116978651]"
2003_SGHC_256,"[-0.05777691494981487, 0.11230635362875274, -0.03998929530374823, -0.01828170427450989, 0.026081595529516145, -0.16636953068765128, 0.08665290342893188, 0.20415878754959801, -0.11162377476662867, -0.08059455497615685, -0.061092002823303536, -0.075125044292411, -0.06659270313341083, -0.07357363751539447, 0.03541548211149519, -0.0597932433496838, -0.01177292252543704, -0.1638622001312145, -0.023420308869676738, -0.19487801920182593, -0.025756371661280024, 0.07330882400787604, 0.0729853265852792, -0.034875820423879725, 0.004290816993318906, 0.013048632337548645, -0.07852788161721051, -0.12979153571577054, -0.05026606850208729, -0.007755293889189717, 0.0387428032938303, 0.0607504870551895, 0.07064915880355543, -0.013301439876652972, -0.0326384534843002, 0.127738401660417, -0.03266263467179039, -0.07512626201867706, -0.0494799678705222, -0.19548247207513475, 0.03415362385704776, -0.12256388063359214, -0.0005908799523721908, 0.024851769887233578, 0.09387281000995495, -0.050795496445090516, -0.06801351932002099, -0.005445579160457453, 0.07718927727088215, 0.04374198914380876, 0.14344116301077792, -0.036961392279509016, 0.0761560748485247, -0.026004576634828323, -0.04544674993426664, 0.11219107421247039, 0.041741080477643085, 0.02787560453972097, -0.0663285119693697, 0.10094607454233283, 0.037497870536066416, 0.02182716539763941, -0.021002363940649554, -0.0623983747809832, -0.1584159514947435, 0.052291951127584994, 0.05847940137829837, 0.12993216165524768, -0.17943766274614129, 0.09965041928785288, -0.12428701805376162, 0.025220169194453343, 0.142074295590947, -0.030239339968314263, 0.12093905069109961, 0.12385683761190945, 0.05217569899253958, -0.029790752396852836, -0.1408256535366999, 0.07575425159508788, -0.03729438803371365, 0.0946193215928561, -0.11604794413291329, 0.12662168015821243, -0.07483199287909927, 0.02946138748070445, 0.0453236303915541, 0.18634305015851663, 0.09408571850508451, -0.05992558602184996, 0.1750464209128083, 0.1048803607691226, -0.04285471165171406, 0.03284312991102732, 0.1583757094862893, 0.08831913083586401, 0.11152695238179579, -0.049085844062474064, 0.02961997942280347, -0.06338604372801392]"
2003_SGHC_259,"[-0.08642657015329609, 0.16145843253136677, 0.06263680009479217, -0.06271479609818859, -0.00911974612257402, -0.2546110718024394, 0.09844799362782246, 0.300700983315557, -0.03597718687535253, -0.14155902137019002, -0.05726985335785379, -0.20437468623179625, -0.031808544786021936, 0.03500802344168367, 0.0657347932579198, -0.07118608488488277, 0.06975937152408897, -0.11682118388990528, -0.004089420608697962, -0.2715673478995022, 0.07805471024623697, 0.021273362217859703, 0.09623737683292721, -0.15652276097310205, -0.09458188164997877, 0.07805319557989479, -0.04443439055165783, -0.13718045805153345, -0.14568076582504233, 0.02470110250469406, 0.1584996105683268, 0.09127219764201688, 0.005152394941026239, -0.05021925549798696, -0.07911632243910795, 0.10113789372220759, -0.00019748189764980944, -0.09798156875862005, -0.0180420621369264, -0.26811189522876566, 0.0850724666775865, -0.1439854659961042, -0.09027631551288504, -0.054228940011563406, 0.17404558469163556, -0.05690414766051833, -0.0499655804371396, -0.0033750632532799207, 0.03984947642389194, 0.05969006933570406, 0.098747219700671, -0.16046092598287012, -0.06309103435573972, 0.012347339638825646, -0.10121458827926838, 0.14779910733783386, -0.03269395847277769, -0.019071460130745163, -0.1863492282794692, 0.07949980136585455, -0.005691420223657391, 0.0353542914999282, -0.023185399087505082, -0.13150808439653783, -0.23922393582947862, 0.09826942794149328, 0.0753341074131168, 0.0640478340103501, -0.23206448020142983, 0.1403597784609548, -0.11961128640117649, -0.06270829363973292, 0.11608854754639786, 0.0007670885513193896, 0.13703923523799208, 0.1799027836867585, -0.025144988198967523, -0.10348388905604315, -0.17055992119773003, 0.1684786359124968, -0.04340586970515164, -0.02698883988143556, -0.08154490301836413, 0.20654202177374312, -0.16168349978198393, 0.08145043699192085, -0.04491206800226178, 0.17864878923447183, 0.13703454877926233, -0.08480800233955475, 0.22050965270136355, 0.07286849306687987, -0.07003361355196155, 0.0533643569595154, 0.19311699684155803, 0.2096609266627213, 0.08476379947528517, -0.16650967682417925, -0.007799728795913334, -0.1048854445550398]"
2003_SGHC_260,"[-0.07435736993894629, 0.12768098325671062, -0.030864312845970625, -0.0016988111391188084, -0.018795344359988003, -0.14853136390447616, 0.11795153229132943, 0.24249366583383603, -0.07370974950735336, -0.02464143310081335, -0.035493094776757064, -0.04828928299248218, 0.014786039962690784, 0.0030939704625681137, 0.0012484236462391297, -0.13279286468320567, 0.04344618686110429, -0.09734221815496036, -0.04473288797813913, -0.23086234795982424, 0.02265636439829984, 0.07585267407981598, 0.044674379945449205, -0.055216528485407645, -0.026979582993637608, 0.022332145690502923, -0.02672247605388174, -0.19545545258923716, -0.16475391506986772, 0.0012427482119718384, 0.1859639134420001, 0.03459050834644586, 0.03508345378542562, -0.028365898291762594, -0.04238781109452248, 0.13833021615510402, -0.05615924682832606, -0.14131331433258626, -0.10242473397646909, -0.30631769722246605, 0.008045036111165561, -0.13558418129611274, 0.026777162594700477, -0.06891998141275152, 0.10402586065718661, -0.1062147155849506, -0.09022545694252071, -0.019831810208099498, 0.08007244685583788, 0.0793751964710005, 0.11816286916804054, -0.12502968902497189, -0.009046807883981708, 0.09107169795619405, -0.07680385253675606, 0.042204572805001034, 0.04653822788766221, -0.005077257507756535, -0.31067024328462456, -0.018438083925637172, -0.016027495787136064, 0.042215815239140524, 0.046013766889581864, -0.16054385594375756, -0.2336588003065275, 0.06301165058722963, 0.08558173953029125, 0.10271884535803744, -0.24065783652274506, 0.09385465862148482, -0.1540171670039063, 0.007507056935509868, 0.09304703259030762, 0.020439874624666433, 0.13952688981333505, 0.06409209045257581, -0.037270585569026675, -0.08111103654069746, -0.18300988161531478, 0.11509839862018176, 0.01738439793042072, -0.0702257605229059, -0.14441264203709106, 0.2341286155840625, -0.12166931546576645, 0.014125586082971733, -0.07926411042394846, 0.2785626177068638, 0.154661414982832, -0.04345472291435885, 0.1717410065314692, 0.1539958640690083, -0.03379038397081034, 0.11979917576131613, 0.2689793426057567, 0.14567635099848975, 0.028251120729533875, -0.16004263890664214, 0.03945693736592227, -0.08793687379068654]"
2003_SGHC_261,"[-0.0971414727123168, 0.2006975298180347, 0.0727827008814922, 0.012957824427404356, 0.035086393762420225, -0.2300250188780319, 0.08219215932777563, 0.3370771239287173, -0.18883285020009527, -0.06595149596745753, -0.03884521470039922, -0.2548764759279023, -0.05285758312031796, 0.07953716660441323, 0.06682792379174783, -0.0781713605975756, 0.045375356868072036, -0.14669259329427028, -0.05920762262882377, -0.4357226379504672, 0.05105726535609841, 0.08638856591391327, 0.08070911258309196, -0.09042007463548607, -0.12064651207515507, 0.03955422640254403, -0.15121365811337933, -0.0394857885518532, -0.1414687501829296, 0.050314662837873426, 0.22989353397722204, 0.023271928504375806, 0.041628984372910315, -0.10531285211825168, -0.13738902767026587, 0.1909257300599697, 0.029303850504904756, -0.08633979073136132, -0.18208112106891905, -0.3181436600781497, -0.026721947587419477, -0.1637616884405157, -0.08858029672880498, -0.02124776402601788, 0.1096709252624459, -0.06160151463589756, -0.026998323867299834, -0.043904536118777863, 0.11335319873721947, 0.08927636534958429, 0.10719518446578002, -0.1528115694192629, 0.04824914027757334, 0.01990658747442265, -0.08756497860037527, 0.020732070224289547, 0.09384809894917776, -0.044323439794722586, -0.2330437138136104, 0.02490940683265504, 0.05947332584699907, 0.05156085082902301, 0.0665061226724803, -0.08395094780044322, -0.23339738322089612, 0.19729089879165215, 0.10683789124186117, 0.19595326466954296, -0.3099382157750908, 0.18221511019150868, -0.14606400953300772, 0.1291170716113618, 0.17648691187229917, -0.012907256668809482, 0.10324177644071048, 0.17469405380516925, -0.006329552333502311, -0.02275314458048887, -0.13633370961710395, 0.015590855465998261, -0.04494310238812143, -0.09658677579874797, -0.16638845771880095, 0.23851509881416844, 0.008924859447107861, 0.01020112914529536, 0.011767963050302246, 0.2594617865812967, 0.2410929727198296, 0.11297902777420245, 0.2134287997870206, 0.0841915083463734, 0.016194192154357672, 0.04130760031358935, 0.3489032715535667, 0.12521670129673396, 0.06127521654350094, -0.12524140947284096, 0.09615687328577764, -0.034098650137481396]"
2003_SGHC_264,"[-0.16073627268465665, 0.07054983974935916, 0.025797999893816616, 0.13236255047621426, 0.07600562884700257, -0.20195427633353047, 0.01606351187512917, 0.20968557391445952, -0.13001490864980889, -0.053454904732379044, -0.01805867140272541, -0.1590350731373667, -0.03191032153358878, 0.04349977851982092, 0.01796219469781988, -0.09479285899054754, 0.019190468348341285, -0.2266784485924494, -0.048158551269972864, -0.2594751605724955, 0.00892889502224884, 0.09637475559500965, 0.009486430106322599, -0.035818018769793264, -0.0451668918464932, 0.06590293505118339, -0.07817243930551555, -0.10127435573148769, -0.11880615761933419, 0.012238998557833228, 0.12024611208613936, 0.05488124961958273, 0.06413226517998463, 0.001881959699723119, -0.044862143486946615, 0.21530795234118724, 0.02545195360915488, -0.08100853386250409, -0.10179927827256334, -0.21649359869998652, 0.011561765516470606, -0.1724171799093068, -0.07474735003433652, 0.020671277417283557, 0.11342956003296625, -0.0143736126295159, -0.04901628836442332, -0.01813178093080414, 0.06166131734535411, 0.037921923144323216, 0.13156184666119256, -0.09049321503958085, 0.046522646409726434, -0.011787639801514796, -0.06944797440086836, 0.11946269291472601, 0.005671329376846379, -0.07964751503423795, -0.1303137145884387, 0.10467947864501209, 0.05372745351266715, 0.07843666083433411, 0.057484705466777086, -0.09985642337038383, -0.16515733095836807, 0.018800845828438113, 0.05035822878598229, 0.21935612855518197, -0.15655732401027964, 0.13389078304953092, -0.07154456049308076, 0.03489629807393555, 0.12589616401420606, -0.05218931201558847, 0.16182497865357598, 0.08514808434211499, -0.03362227673642337, -0.03131318629484858, -0.19529435929510144, 0.04036414132036686, -0.059793190210015626, 0.054883565476906676, -0.21544066389332284, 0.14762197622469256, -0.1044046225456091, 0.009356211169662882, 0.02966301866979631, 0.17346045588488346, 0.19464586641300807, -0.09062036722116953, 0.21166192236115466, 0.1482133126680876, 0.016743787067536903, 0.13006060441526082, 0.2673043616480761, 0.14174487953679962, 0.09010894246190995, -0.03781320876930352, 0.030717875051370764, -0.04652803697968488]"
2003_SGHC_265,"[-0.12353284173900154, 0.1303985341576634, 0.1327660975515083, 0.024692086930013006, 0.001307009316488298, -0.1660502571304133, 0.002705245818362099, 0.22493176890216815, -0.0936148157592412, -0.09329097107717187, -0.07733699141936318, -0.13202896157077923, -0.01753325156962416, -0.06739951522107338, 0.021819803220439395, -0.07061541851633674, 0.03369351733760659, -0.14324491161639524, -0.054844355578445324, -0.26080315684436994, 0.029187537060611567, 0.008606700744443932, 0.0785993712414412, -0.064480951165033, -0.07006789539127972, 0.08793311540488224, -0.18374341618103587, -0.11689135620643379, -0.23393668103369938, 0.05309720132974492, 0.05779055598055481, 0.12032893220805059, 0.028414133131788793, -0.03399163689582971, -0.03383096109387601, 0.07758952194623127, -0.10242962797830818, -0.12695554047822952, -0.10929325879284531, -0.26082579620704527, 0.0076462705542841725, -0.12076225161172782, 0.022936024856575688, -0.029960918960392855, 0.13881557010066736, -0.0852177315409396, -0.025742989826567805, -0.05240790125718162, 0.1294982610756804, 0.019683305352442795, 0.07631195565080567, -0.10173193181206466, -0.03203113446379923, 0.010232323318284975, -0.0472910393907386, 0.0726227133279773, 0.006196290167262867, 0.045313638812939455, -0.21935654019664047, 0.0555717794758499, -0.04775015932454425, 0.03417052995579638, -0.017444657280990723, -0.1321915653243566, -0.16611880391456518, 0.011883081047333481, 0.13492640443858067, 0.07690090400872716, -0.14473773453645644, 0.15854733163479026, -0.12146683375167239, -0.029977370665118002, 0.10612778041013486, 0.029905104279446943, 0.09079530168395893, 0.08659019546618887, 0.011715915701470467, -0.11638283115948082, -0.08350596259686217, 0.07842508766823893, -0.0675974639785138, -0.007479698353968943, -0.1486069427032, 0.19521176621412775, -0.09782848837459163, 0.05030210392347946, -0.004579085200259597, 0.2502241938641876, 0.16768972456075584, -0.07266007716868333, 0.23331197954856667, 0.03296334401579799, 0.0008490031140754119, 0.06387533542409445, 0.1595432984980808, 0.16514417377247173, 0.11372809036142507, -0.12763319379489893, 0.023909341365063362, -0.036126559624555195]"
